Route_ID,Bus_ID,Date,Time,Passenger_Count,Bus_Capacity,Traffic_Level,Load_Percentage,Load_Status,Recommendation,Cluster,Demand_Level
R6,B115,2026-09-03,10:00,35,40,High,87.5,High Load,Consider adding a bus,2,Medium Demand
R5,B101,2026-09-07,21:00,20,60,Medium,33.33333333333333,Low Load,Reduce bus frequency,0,Low Demand
R9,B111,2026-09-03,17:30,42,55,Medium,76.36363636363637,Normal,No action required,2,Medium Demand
R2,B101,2026-09-13,04:00,21,60,Medium,35.0,Low Load,Reduce bus frequency,0,Low Demand
R3,B110,2026-09-06,10:30,33,60,Low,55.00000000000001,Normal,No action required,2,Medium Demand
R6,B118,2026-09-02,07:00,50,55,Medium,90.9090909090909,High Load,Consider adding a bus,1,High Demand
R1,B103,2026-09-09,14:00,37,55,Low,67.27272727272727,Normal,No action required,2,Medium Demand
R10,B115,2026-09-08,19:30,63,60,Medium,105.0,Overloaded,Add additional bus immediately,1,High Demand
R9,B103,2026-09-13,08:00,52,55,Medium,94.54545454545455,High Load,Consider adding a bus,1,High Demand
R8,B104,2026-09-07,20:00,54,55,High,98.18181818181819,High Load,Consider adding a bus,1,High Demand
R4,B105,2026-09-06,17:30,53,60,High,88.33333333333333,High Load,Consider adding a bus,1,High Demand
R6,B111,2026-09-11,15:00,27,55,Low,49.09090909090909,Low Load,Reduce bus frequency,0,Low Demand
R3,B110,2026-09-14,02:30,34,50,Medium,68.0,Normal,No action required,2,Medium Demand
R7,B104,2026-09-13,02:00,37,50,Medium,74.0,Normal,No action required,2,Medium Demand
R7,B108,2026-09-06,10:00,72,60,High,120.0,Overloaded,Add additional bus immediately,1,High Demand
R7,B103,2026-09-05,16:00,35,50,Medium,70.0,Normal,No action required,2,Medium Demand
R6,B118,2026-09-04,22:00,10,45,Medium,22.22222222222222,Low Load,Reduce bus frequency,0,Low Demand
R10,B116,2026-09-13,20:30,20,40,Medium,50.0,Normal,No action required,0,Low Demand
R5,B113,2026-09-13,23:30,29,40,Low,72.5,Normal,No action required,2,Medium Demand
R7,B111,2026-09-14,23:30,24,55,Medium,43.63636363636363,Low Load,Reduce bus frequency,0,Low Demand
R1,B105,2026-09-10,21:00,20,45,Medium,44.44444444444444,Low Load,Reduce bus frequency,0,Low Demand
R10,B115,2026-09-05,14:30,14,45,Medium,31.11111111111111,Low Load,Reduce bus frequency,0,Low Demand
R5,B114,2026-09-03,03:00,26,50,Medium,52.0,Normal,No action required,0,Low Demand
R9,B113,2026-09-07,12:00,33,45,Low,73.33333333333333,Normal,No action required,2,Medium Demand
R9,B112,2026-09-07,05:30,14,40,Medium,35.0,Low Load,Reduce bus frequency,0,Low Demand
R10,B113,2026-09-09,09:00,45,50,High,90.0,High Load,Consider adding a bus,1,High Demand
R3,B107,2026-09-09,10:00,58,60,High,96.66666666666667,High Load,Consider adding a bus,1,High Demand
R7,B105,2026-09-03,21:30,23,50,Low,46.0,Low Load,Reduce bus frequency,0,Low Demand
R8,B114,2026-09-03,00:30,33,45,Low,73.33333333333333,Normal,No action required,2,Medium Demand
R8,B120,2026-09-14,12:30,27,55,Low,49.09090909090909,Low Load,Reduce bus frequency,0,Low Demand
R6,B108,2026-09-10,06:30,26,45,Medium,57.77777777777777,Normal,No action required,2,Medium Demand
R4,B117,2026-09-09,23:30,31,50,High,62.0,Normal,No action required,2,Medium Demand
R8,B112,2026-09-13,14:30,27,40,Low,67.5,Normal,No action required,2,Medium Demand
R3,B117,2026-09-11,03:30,30,50,Medium,60.0,Normal,No action required,2,Medium Demand
R2,B118,2026-09-07,21:00,46,60,Medium,76.66666666666667,Normal,No action required,2,Medium Demand
R9,B101,2026-09-10,21:30,26,55,Medium,47.27272727272727,Low Load,Reduce bus frequency,0,Low Demand
R5,B110,2026-09-01,23:30,22,45,Medium,48.888888888888886,Low Load,Reduce bus frequency,0,Low Demand
R5,B119,2026-09-02,12:30,23,50,Medium,46.0,Low Load,Reduce bus frequency,0,Low Demand
R5,B120,2026-09-07,08:00,26,40,High,65.0,Normal,No action required,2,Medium Demand
R2,B109,2026-09-04,01:00,21,50,Medium,42.0,Low Load,Reduce bus frequency,0,Low Demand
R10,B106,2026-09-04,10:30,33,60,Medium,55.00000000000001,Normal,No action required,2,Medium Demand
R3,B109,2026-09-11,13:30,38,45,Low,84.44444444444444,High Load,Consider adding a bus,2,Medium Demand
R3,B120,2026-09-11,19:00,45,45,High,100.0,High Load,Consider adding a bus,1,High Demand
R7,B108,2026-09-14,19:30,58,55,Medium,105.45454545454544,Overloaded,Add additional bus immediately,1,High Demand
R5,B104,2026-09-04,19:00,34,40,High,85.0,High Load,Consider adding a bus,2,Medium Demand
R8,B118,2026-09-09,07:30,39,45,High,86.66666666666667,High Load,Consider adding a bus,2,Medium Demand
R7,B101,2026-09-10,19:00,50,50,Medium,100.0,High Load,Consider adding a bus,1,High Demand
R9,B102,2026-09-12,13:30,25,40,Medium,62.5,Normal,No action required,2,Medium Demand
R5,B111,2026-09-06,22:00,20,50,Medium,40.0,Low Load,Reduce bus frequency,0,Low Demand
R10,B113,2026-09-06,09:00,54,55,High,98.18181818181819,High Load,Consider adding a bus,1,High Demand
R3,B111,2026-09-01,10:30,52,60,Medium,86.66666666666667,High Load,Consider adding a bus,1,High Demand
R1,B114,2026-09-12,10:00,40,40,Medium,100.0,High Load,Consider adding a bus,1,High Demand
R4,B102,2026-09-14,10:30,35,40,Low,87.5,High Load,Consider adding a bus,2,Medium Demand
R4,B120,2026-09-03,18:30,35,40,Low,87.5,High Load,Consider adding a bus,2,Medium Demand
R10,B106,2026-09-05,03:30,25,40,Low,62.5,Normal,No action required,2,Medium Demand
R2,B115,2026-09-10,08:00,50,50,High,100.0,High Load,Consider adding a bus,1,High Demand
R2,B109,2026-09-09,09:00,44,40,Medium,110.00000000000001,Overloaded,Add additional bus immediately,1,High Demand
R5,B109,2026-09-10,15:00,36,45,Low,80.0,High Load,Consider adding a bus,2,Medium Demand
R8,B104,2026-09-12,18:00,39,45,High,86.66666666666667,High Load,Consider adding a bus,2,Medium Demand
R2,B115,2026-09-03,10:00,36,50,Low,72.0,Normal,No action required,2,Medium Demand
R1,B116,2026-09-15,03:30,35,45,Medium,77.77777777777779,Normal,No action required,2,Medium Demand
R7,B109,2026-09-08,06:00,23,45,High,51.11111111111111,Normal,No action required,0,Low Demand
R8,B116,2026-09-09,20:00,57,55,High,103.63636363636364,Overloaded,Add additional bus immediately,1,High Demand
R2,B118,2026-09-01,07:00,46,45,Medium,102.22222222222221,Overloaded,Add additional bus immediately,1,High Demand
R9,B112,2026-09-07,16:30,27,50,Low,54.0,Normal,No action required,0,Low Demand
R2,B112,2026-09-08,11:30,32,60,Low,53.333333333333336,Normal,No action required,2,Medium Demand
R3,B118,2026-09-09,10:00,32,40,High,80.0,High Load,Consider adding a bus,2,Medium Demand
R7,B104,2026-09-11,14:30,35,50,Low,70.0,Normal,No action required,2,Medium Demand
R4,B101,2026-09-06,07:30,42,60,High,70.0,Normal,No action required,2,Medium Demand
R9,B110,2026-09-12,14:30,38,55,High,69.0909090909091,Normal,No action required,2,Medium Demand
R6,B102,2026-09-02,03:00,19,50,Low,38.0,Low Load,Reduce bus frequency,0,Low Demand
R9,B115,2026-09-04,09:30,50,60,High,83.33333333333334,High Load,Consider adding a bus,1,High Demand
R8,B101,2026-09-14,10:00,58,55,Low,105.45454545454544,Overloaded,Add additional bus immediately,1,High Demand
R3,B101,2026-09-14,17:00,42,45,Low,93.33333333333333,High Load,Consider adding a bus,1,High Demand
R3,B119,2026-09-03,11:30,24,40,Low,60.0,Normal,No action required,0,Low Demand
R10,B108,2026-09-05,13:00,34,40,Low,85.0,High Load,Consider adding a bus,2,Medium Demand
R6,B104,2026-09-12,20:30,45,60,Low,75.0,Normal,No action required,2,Medium Demand
R4,B102,2026-09-04,22:00,21,60,Low,35.0,Low Load,Reduce bus frequency,0,Low Demand
R6,B118,2026-09-10,14:00,29,45,Low,64.44444444444444,Normal,No action required,2,Medium Demand
R3,B104,2026-09-09,06:00,20,60,Medium,33.33333333333333,Low Load,Reduce bus frequency,0,Low Demand
R3,B103,2026-09-07,06:30,49,60,Low,81.66666666666667,High Load,Consider adding a bus,1,High Demand
R8,B105,2026-09-04,06:30,19,45,Medium,42.22222222222222,Low Load,Reduce bus frequency,0,Low Demand
R10,B102,2026-09-05,01:30,41,60,Medium,68.33333333333333,Normal,No action required,2,Medium Demand
R2,B110,2026-09-10,03:30,22,50,Low,44.0,Low Load,Reduce bus frequency,0,Low Demand
R2,B120,2026-09-12,17:30,48,50,High,96.0,High Load,Consider adding a bus,1,High Demand
R4,B109,2026-09-05,08:30,34,40,Medium,85.0,High Load,Consider adding a bus,2,Medium Demand
R8,B106,2026-09-02,03:30,16,45,Low,35.55555555555556,Low Load,Reduce bus frequency,0,Low Demand
R4,B114,2026-09-08,08:30,54,50,High,108.0,Overloaded,Add additional bus immediately,1,High Demand
R1,B118,2026-09-04,14:00,28,45,Medium,62.22222222222222,Normal,No action required,2,Medium Demand
R2,B103,2026-09-10,17:00,40,45,High,88.88888888888889,High Load,Consider adding a bus,2,Medium Demand
R6,B108,2026-09-08,04:00,20,40,Low,50.0,Normal,No action required,0,Low Demand
R7,B107,2026-09-05,22:00,40,55,Low,72.72727272727273,Normal,No action required,2,Medium Demand
R4,B120,2026-09-05,00:30,19,55,Low,34.54545454545455,Low Load,Reduce bus frequency,0,Low Demand
R4,B112,2026-09-05,13:00,11,50,Low,22.0,Low Load,Reduce bus frequency,0,Low Demand
R2,B115,2026-09-10,03:30,24,55,Low,43.63636363636363,Low Load,Reduce bus frequency,0,Low Demand
R5,B120,2026-09-14,20:00,44,45,High,97.77777777777777,High Load,Consider adding a bus,1,High Demand
R4,B103,2026-09-12,08:30,61,55,High,110.9090909090909,Overloaded,Add additional bus immediately,1,High Demand
R10,B116,2026-09-07,04:00,29,55,Low,52.72727272727272,Normal,No action required,2,Medium Demand
R7,B119,2026-09-13,20:00,52,45,High,115.55555555555554,Overloaded,Add additional bus immediately,1,High Demand
R1,B114,2026-09-02,02:00,28,40,High,70.0,Normal,No action required,2,Medium Demand
R7,B116,2026-09-10,21:00,15,40,Low,37.5,Low Load,Reduce bus frequency,0,Low Demand
R1,B114,2026-09-04,01:00,22,45,Low,48.888888888888886,Low Load,Reduce bus frequency,0,Low Demand
R5,B106,2026-09-13,09:30,36,55,High,65.45454545454545,Normal,No action required,2,Medium Demand
R8,B115,2026-09-09,21:00,32,45,Low,71.11111111111111,Normal,No action required,2,Medium Demand
R1,B103,2026-09-08,07:30,47,55,High,85.45454545454545,High Load,Consider adding a bus,1,High Demand
R5,B120,2026-09-13,12:00,46,60,Medium,76.66666666666667,Normal,No action required,2,Medium Demand
R1,B117,2026-09-02,07:30,50,50,Medium,100.0,High Load,Consider adding a bus,1,High Demand
R10,B102,2026-09-09,01:00,34,50,Low,68.0,Normal,No action required,2,Medium Demand
R4,B105,2026-09-06,07:30,52,50,High,104.0,Overloaded,Add additional bus immediately,1,High Demand
R10,B107,2026-09-08,01:30,17,45,Low,37.77777777777778,Low Load,Reduce bus frequency,0,Low Demand
R2,B112,2026-09-10,21:00,26,50,Low,52.0,Normal,No action required,0,Low Demand
R2,B116,2026-09-12,14:00,28,60,Medium,46.666666666666664,Low Load,Reduce bus frequency,0,Low Demand
R2,B107,2026-09-03,02:00,47,55,Low,85.45454545454545,High Load,Consider adding a bus,1,High Demand
R5,B103,2026-09-04,17:30,32,40,Medium,80.0,High Load,Consider adding a bus,2,Medium Demand
R9,B101,2026-09-10,02:30,26,50,High,52.0,Normal,No action required,0,Low Demand
R3,B116,2026-09-10,04:30,36,50,Low,72.0,Normal,No action required,2,Medium Demand
R4,B117,2026-09-10,00:00,33,50,Medium,66.0,Normal,No action required,2,Medium Demand
R6,B116,2026-09-12,12:30,30,60,Medium,50.0,Normal,No action required,0,Low Demand
R5,B106,2026-09-06,01:30,41,50,Low,82.0,High Load,Consider adding a bus,2,Medium Demand
R1,B105,2026-09-07,07:00,47,50,High,94.0,High Load,Consider adding a bus,1,High Demand
R5,B106,2026-09-04,12:00,10,45,Low,22.22222222222222,Low Load,Reduce bus frequency,0,Low Demand
R6,B119,2026-09-10,15:00,15,45,Low,33.33333333333333,Low Load,Reduce bus frequency,0,Low Demand
R6,B112,2026-09-09,04:00,37,45,Low,82.22222222222221,High Load,Consider adding a bus,2,Medium Demand
R9,B110,2026-09-01,18:00,37,40,High,92.5,High Load,Consider adding a bus,2,Medium Demand
R6,B105,2026-09-12,21:00,21,40,High,52.5,Normal,No action required,0,Low Demand
R5,B116,2026-09-13,11:00,33,50,Medium,66.0,Normal,No action required,2,Medium Demand
R6,B104,2026-09-02,02:00,25,55,Low,45.45454545454545,Low Load,Reduce bus frequency,0,Low Demand
R5,B101,2026-09-14,09:30,48,55,High,87.27272727272727,High Load,Consider adding a bus,1,High Demand
R4,B119,2026-09-05,23:00,43,60,Medium,71.66666666666667,Normal,No action required,2,Medium Demand
R4,B101,2026-09-12,17:00,48,40,High,120.0,Overloaded,Add additional bus immediately,1,High Demand
R7,B107,2026-09-08,00:00,33,55,Medium,60.0,Normal,No action required,2,Medium Demand
R1,B112,2026-09-04,09:00,53,55,High,96.36363636363636,High Load,Consider adding a bus,1,High Demand
R6,B112,2026-09-10,17:30,37,50,High,74.0,Normal,No action required,2,Medium Demand
R8,B114,2026-09-07,09:00,60,55,Medium,109.09090909090908,Overloaded,Add additional bus immediately,1,High Demand
R7,B105,2026-09-13,23:30,24,60,Low,40.0,Low Load,Reduce bus frequency,0,Low Demand
R8,B117,2026-09-02,15:00,30,50,High,60.0,Normal,No action required,2,Medium Demand
R5,B114,2026-09-13,02:00,25,45,Low,55.55555555555556,Normal,No action required,0,Low Demand
R3,B107,2026-09-09,08:30,46,45,Medium,102.22222222222221,Overloaded,Add additional bus immediately,1,High Demand
R10,B110,2026-09-13,03:30,19,55,Medium,34.54545454545455,Low Load,Reduce bus frequency,0,Low Demand
R1,B105,2026-09-07,15:00,37,50,High,74.0,Normal,No action required,2,Medium Demand
R5,B114,2026-09-11,17:00,43,45,High,95.55555555555556,High Load,Consider adding a bus,1,High Demand
R1,B104,2026-09-11,17:30,40,50,High,80.0,High Load,Consider adding a bus,2,Medium Demand
R10,B114,2026-09-14,15:00,38,50,Medium,76.0,Normal,No action required,2,Medium Demand
R2,B112,2026-09-13,12:00,23,60,Low,38.333333333333336,Low Load,Reduce bus frequency,0,Low Demand
R8,B105,2026-09-04,17:00,42,50,Low,84.0,High Load,Consider adding a bus,2,Medium Demand
R6,B102,2026-09-07,10:30,35,50,Medium,70.0,Normal,No action required,2,Medium Demand
R3,B104,2026-09-04,19:00,70,60,High,116.66666666666667,Overloaded,Add additional bus immediately,1,High Demand
R5,B109,2026-09-03,06:30,22,50,Medium,44.0,Low Load,Reduce bus frequency,0,Low Demand
R5,B112,2026-09-10,00:00,42,55,Low,76.36363636363637,Normal,No action required,2,Medium Demand
R2,B107,2026-09-11,23:00,20,45,Low,44.44444444444444,Low Load,Reduce bus frequency,0,Low Demand
R9,B118,2026-09-03,15:30,42,60,Low,70.0,Normal,No action required,2,Medium Demand
R2,B105,2026-09-11,11:00,29,40,Low,72.5,Normal,No action required,2,Medium Demand
R10,B117,2026-09-04,21:30,16,50,Medium,32.0,Low Load,Reduce bus frequency,0,Low Demand
R2,B108,2026-09-04,06:00,22,45,Medium,48.888888888888886,Low Load,Reduce bus frequency,0,Low Demand
R7,B104,2026-09-01,15:00,40,40,Medium,100.0,High Load,Consider adding a bus,1,High Demand
R1,B107,2026-09-01,22:00,27,40,Medium,67.5,Normal,No action required,2,Medium Demand
R5,B102,2026-09-07,15:30,27,40,Medium,67.5,Normal,No action required,2,Medium Demand
R2,B120,2026-09-13,18:00,34,45,High,75.55555555555556,Normal,No action required,2,Medium Demand
R5,B119,2026-09-08,17:30,45,50,Medium,90.0,High Load,Consider adding a bus,1,High Demand
R10,B108,2026-09-13,09:00,64,60,Low,106.66666666666667,Overloaded,Add additional bus immediately,1,High Demand
R4,B110,2026-09-12,16:30,27,45,Low,60.0,Normal,No action required,2,Medium Demand
R4,B117,2026-09-09,01:00,19,55,Medium,34.54545454545455,Low Load,Reduce bus frequency,0,Low Demand
R6,B113,2026-09-05,19:00,47,55,High,85.45454545454545,High Load,Consider adding a bus,1,High Demand
R6,B104,2026-09-03,13:30,29,55,Medium,52.72727272727272,Normal,No action required,2,Medium Demand
R1,B103,2026-09-11,18:00,47,50,Medium,94.0,High Load,Consider adding a bus,1,High Demand
R10,B110,2026-09-06,01:00,25,55,Medium,45.45454545454545,Low Load,Reduce bus frequency,0,Low Demand
R2,B116,2026-09-05,01:00,31,50,Low,62.0,Normal,No action required,2,Medium Demand
R2,B113,2026-09-12,09:00,42,55,High,76.36363636363637,Normal,No action required,2,Medium Demand
R10,B104,2026-09-02,14:30,19,45,Low,42.22222222222222,Low Load,Reduce bus frequency,0,Low Demand
R4,B120,2026-09-03,20:00,44,55,Medium,80.0,High Load,Consider adding a bus,2,Medium Demand
R10,B119,2026-09-14,23:00,23,50,High,46.0,Low Load,Reduce bus frequency,0,Low Demand
